Unnamed: 0,Country,Producer,System Designation ,SizeClass,Remarks ,OperationalRole,Airframe,TailConfig,WingForm,WingConfig,BodyConfig,EngineType,LaunchMethod,Mission,MaxSpeed_kmh,CruiseSpeed_kmh,Endurance_h,Range_km,ActualRange_km,MTOW_kg,PayloadEnduranceProduct_kgh,Payload_kg,AnchorPayload_kg,Ceiling_km,EngPower_hp,Wingspan_m,Length_m,Height_m,sources,Unnamed: 30,EnduranceFlag,PayloadFraction,PowerLoading_hp_per_kg,MissionTags,IsConfigVariant,PayloadEnduranceProduct_kgh_derived,HasAnchorPayload,SizeClassStd,DerivedRange_km,RangeKind,BestRange_km,StallSpeed_kmh,Airfoil,AspectRatio_NTNU,Chord_est_m_NTNU,PropDiameter_m,NTNU_ref
339.0,Germany,Wingcopter (for DHL ),Wingcopter 178,Mini,"EL, vtol, empty weight 8.4, eight motors, eight ESCs",CC,FW/TR,V,T,H,WT,E,VTOL,cargo,150.0,86.0,0.667,40.0,40.0,18.0,,,,,,1.78,1.46,0.48,company website,,normal,,,cargo,False,,False,Mini,57.362,actual,40.0,,,,,,
1273.0,USA,Wing Aviation,Wing ,Mini,"EL ,12rotors +2propellers ",CC,FW/RW,,,,Tboom,E,VTOL,cargo,113.0,,,20.0,,6.3,,1.5,,,,,,,,,normal,0.2380952380952381,,cargo,False,,False,Mini,,range_only_low_conf,20.0,,,,,,
327.0,Germany,"Phoenix Wings (owned by SF Express ,China )",Manta Ray LR ,Mini,"EL ,VTOL ,Cargo ",CC,FW,T,T,H,WT,E,VTOL,cargo,100.0,,2.0,,,35.0,14.0,7.0,,,,3.5,1.9,,company website,,normal,0.2,,cargo,False,14.0,False,Small,,derived_max_estimated,130.0,,,,,,
1276.0,USA,Zipline,"Zipline 1, Sparrow",SR,"EL, Parachute-controlled floating delivery from 60 - 80 feet AGL",CC,FW,,,,WT,E,Catapult,cargo,,96.5,,380.0,380.0,21.0,,1.75,1.75,,,3.3,2.18,0.6,,,normal,0.0833333333333333,,cargo,False,,True,Small,,actual,380.0,,,,,,
329.0,Germany,"Phoenix Wings (owned by SF Express ,China )",PW.Orca ,CR,"EL ,VTOL ,Cargo ",CC,FW,C,T,H,WT,E,VTOL,cargo,,110.0,,60.0,,52.0,,15.0,,,,2.98,2.62,,,,normal,0.2884615384615384,,cargo,False,,False,Small,,range_only_low_conf,60.0,,,,,,
919.0,UAE,Droxi (DGWorld (ex Digi Robotics )),UAD M470 (DroFire) ,SR,"EL ,Cargo ",CC,FW/TR,,,,,E,VTOL,cargo,215.0,175.0,2.533,500.0,500.0,472.5,448.341,177.0,,,,8.7,6.8,,,,normal,0.3746031746031746,,cargo,False,448.341,False,Tactical,443.275,actual,500.0,,,,,,
1178.0,USA,Logistic Gliders,LK -2K RAIN ,Other,"Folding wings ,Glider , disposal, wood, Pixhawk",DP,FW,,,,WT,G,AirLaunched,cargo,240.0,,,110.0,,950.0,,725.0,,,,8.3,4.2,,,,normal,0.7631578947368421,,cargo,False,,False,MALE,,range_only_low_conf,110.0,,,,,,
1241.0,USA,Silent Arrow,GD 2000,Other,"Folding wings ,Glider , 25000AGL drop, COTS Pixhawk Cube",CC,FW,,,,WT,G,AirLaunched,cargo,170.0,,0.2,64.8,,907.0,136.0,680.0,,,,8.5,2.43,,,,normal,0.7497243660418964,,cargo,False,136.0,False,MALE,,range_supports_ferry,64.8,,,,,,
1177.0,USA,Logistic Gliders,LK -1K TACAD ,Other,"Folding wings ,Glider , disposal, wood, Pixhawk",DP,FW,,,,WT,G,AirLaunched,cargo,250.0,,,112.0,,500.0,,315.0,,,,7.1,3.3,,,,normal,0.63,,cargo,False,,False,Tactical,,range_only_low_conf,112.0,,,,,,
1271.0,USA,Yates Electrospace Corporation,"AVIUS Air Delivery ,Mercy -1000",Other,"Folding wings ,Glider ,12000AGL drop, 25000AGL drop",CC,FW,,,,WT,G,AirLaunched,cargo,118.0,,,,,453.5,,317.5,,,,,,,,,normal,0.7001102535832414,,cargo,False,,False,Tactical,,none,,,,,,,
1235.0,USA,Saberwing Aircraft Company,Rhaegal RG -1 vtol,MRE,"Petrol VTOL Taxing , Turbo-electric drivetrain powered by Safran Ardiden 3 turboshaft engine",CC,FW/TR,,,,WT,H,VTOL,cargo,445.0,333.0,,1850.0,1850.0,4016.0,,2454.0,,,1660.0,17.0,14.6,4.6,,,normal,0.6110557768924303,0.4133466135458168,cargo,False,,False,HALE,,actual,1850.0,,,,,,
1236.0,USA,Saberwing Aircraft Company,Rhaegal RG -1 ctol,MRE,"Petrol   , Turbo-electric drivetrain powered by Safran Ardiden 3 turboshaft engine",CC,FW,,,,WT,H,CTOL,cargo,445.0,333.0,,1850.0,1850.0,6257.0,,4545.0,,,1660.0,17.0,14.6,4.6,,,normal,0.7263864471791593,0.2653028607959086,cargo,False,,False,HALE,,actual,1850.0,,,,,,
,USA,Pyka Inc.,Pyka DropShip,MALE,"v0.8.31: NEW row. Pyka DropShip — long-range cargo UAS. Hybrid propulsion: diesel-powered engine (heavy fuel) + battery-electric powered rotor / low-noise electric mode. Group 3+ autonomous aircraft. Modular payload / open mission computer. Anchor case: 23 kg ISR load → 40+ h endurance (used here). Typical cargo case: 227 kg over 1,609 km. Max ferry distance: 5,633 km. Takeoff distance with max payload: 168 m. Cargo volume: 1.64 m³. Precision airdrop accuracy <50 yards (<46 m) per official spec; demo showed multiple 200 lb (91 kg) payloads from 300 ft (91 m) landing within 50 ft (15 m). STOL from austere/off-airport sites (dirt, gravel, graded roads). First flight Apr 2026; autonomous precision airdrop demonstrated Jun 2026.",Cargo / ISR / comms relay / expeditionary power,FW,H-boom,T,H,Tboom,H,CTOL,cargo,167.0,139.0,40.0,1609.0,1609.0,726.0,920.0,295.0,23.0,6.096,,,,,Pyka first-flight release (Apr 2026); airdrop demo (Jun 2026),,normal,0.4063360881542699,,cargo,False,920.0,True,MALE,5560.0,actual,1609.0,,,,,,
954.0,UK,Windracers,ULTRA MK2 ,MR,"Piston – twin Hirth F23 engines, 50hp each",CC,FW,,,,,P,CTOL,cargo,142.0,,,,,,,150.0,,,100.0,10.0,,,,,normal,,,cargo,False,,False,,,none,,,,,,,
1221.0,USA,Piasecki Aircraft,EAGELS,SR,expendable glider with a detachable motor,RA,FW,,,,Tboom,P,CTOL,cargo,,,,,,,,,,,,,,,,,normal,,,cargo,False,,False,,,none,,,,,,,
134.0,China (PR ),CASC -China Academy of Aerospace Electronics Technology (CAAET )(for SF Express ),Feihong -98(FH -08),MRE,"Cargo ,based on Yun -5B",CC,FW,C,R,biplane,WT,P,CTOL,cargo,180.0,,,1200.0,1200.0,5250.0,,1500.0,,,,,,,,,normal,0.2857142857142857,,cargo,False,,False,HALE,,actual,1200.0,,,,,,
204.0,China (PR ),Shanghai UVS Intelligence System,U650 -A1 ,MR,"OPA ,Amphibious, Rotax 912is, can be armed",DP,FW,T,T,H,WT,P,WaterTOL,cargo,170.0,120.0,15.0,1800.0,1800.0,700.0,3000.0,200.0,,,100.0,12.4,5.85,2.05,,,normal,0.2857142857142857,0.1428571428571428,cargo,False,3000.0,False,MALE,1800.0,actual,1800.0,,,,,,
939.0,UK,Flylogix,Flylogix ,MR,Petrol ,CC,FW,,,,,P,CTOL,cargo,150.0,120.0,8.0,,,40.0,40.0,5.0,,,,5.0,,,,,normal,0.125,,cargo,False,40.0,False,Small,960.0,derived_cruise,960.0,,,,,,
953.0,UK,Windracers,Ultra,MR,"Petrol ,Bi -motor , Piston – twin Briggs & Stratton 627cc four-stroke engines",CC,FW,,,,,P,CTOL,cargo,155.0,135.0,,,,450.0,,100.0,,,,10.0,,,,,normal,0.2222222222222222,,cargo,False,,False,Tactical,,none,,,,,,,
1144.0,USA,Jetoptera,J -500,MR,"Distributed propulsion , Fluidic Propulsive ",CC,FW,,boxW,,WT,Turbojet,CTOL,cargo,370.0,,,241.0,,,,45.36,,,,,,,,,normal,,,cargo,False,,False,,,range_only_low_conf,241.0,,,,,,
1331.0,United States,DZYNE Technologies,Long-Range Grasshopper (LRGH),MALE,"Autonomous expendable fixed-wing aerial-resupply UAV. Long-range standoff precision cargo delivery in contested environments. Elongated cargo-container fuselage with deployable/folding wings, strut-supported. Tail-boom assembly with vertical stabiliser and horizontal tailplane. Empty weight 294.8 kg. Nose width 1.067 m. Range: official DZYNE datasheet does not state a numerical figure; externally reported ~800 km / 500 mi (used here). Air-drop launch from transport cargo ramp; carrier confirmed: Romanian Air Force Alenia C-27J Spartan. Terminal parachute descent for landing. Autonomous pre-planned destination navigation, GPS-denied capable. ATAK compatible. First EUCOM employment: Trojan Footprint 2026, 15 May 2026. | Imperial-unit conversions per source: MTOW 1,700 lb = 771.1 kg; Payload 500 lb = 226.8 kg; Empty 650 lb = 294.8 kg.",M,FW,T,R,H,WT,Turbojet,AirLaunched,cargo,,,,800.0,800.0,771.1,,226.8,226.8,,,6.096,4.064,1.524,,,normal,,,,False,,True,,,,,,,,,,
1148.0,USA,Jetoptera,J -3000 STOL ,MR,Distributed propulsion ,CC,FW,,boxW,,WT,Turbojet,CTOL,cargo,322.0,217.0,7.0,1770.0,1770.0,1300.0,3500.0,500.0,,,,7.5,5.0,,,,normal,0.3846153846153846,,cargo,False,3500.0,False,MALE,1519.0,actual,1770.0,,,,,,
1153.0,USA,Kratos Defense &Security Solutions,UTAP -22 Mako ,LADP,,M,FW,,,,WT,Turbojet,RATO,cargo,1123.0,,3.0,2600.0,2600.0,930.0,954.0,318.0,,,,3.2,6.1,,,,normal,0.3419354838709677,,cargo,False,954.0,False,MALE,,actual,2600.0,,,,,,
1143.0,USA,Jetoptera,J -220,SR,"Distributed propulsion , Fluidic Propulsive ",CC,FW,,boxW,,WT,Turbojet,CTOL,cargo,370.0,,,160.0,,100.0,,22.68,,,,,,,,,normal,0.2268,,cargo,False,,False,Small,,range_only_low_conf,160.0,,,,,,
261.0,France,CNES &ONERA &Aviation Design,Eole,CR,"Perseus Project ,Kerosene, Jet (2 × AMT Titan micro turbojets)",CC,FW,boom,T,,Tboom,Turbojet,CTOL,cargo,390.0,,1.5,,,200.0,75.0,50.0,,,,6.7,3.3,1.4,,,normal,0.25,,cargo,False,75.0,False,Tactical,,derived_max_estimated,380.25,,,,,,
177.0,China (PR ),Institute of Engineering Thermophysics (IET )of the Chinese Academy of Sciences (CAS ),AT200 ,MRE,Turboprop ,DP,FW,C,R,L,WT,Turboprop,CTOL,cargo,313.0,,8.0,1091.0,1091.0,3400.0,12000.0,1500.0,,,750.0,12.8,11.84,4.0,,,normal,0.4411764705882353,0.2205882352941176,cargo,False,12000.0,False,HALE,,actual,1091.0,,,,,,
836.0,Spain,Singular Aircraft,Flyox CI,MRE,Twin turboprop ,DP,FW,,,,,Turboprop,CTOL,cargo,263.0,157.0,2.5,491.0,491.0,4000.0,3950.0,1580.0,,,,14.0,11.0,2.3,,,normal,0.395,,cargo,False,3950.0,False,HALE,392.5,actual,491.0,,,,,,
1081.0,USA,Boeing Company,MQ -25 Stingray ,UCAV,"Carrier -Based Fuel Tanker, Turbofan (Rolls-Royce AE 3007N",M,FW,,,,BW,Turbofan,CTOL,tanker,620.0,,6.0,930.0,930.0,,40800.0,6800.0,,,,22.9,15.5,3.0,,,normal,,,tanker,False,40800.0,False,,,actual,930.0,,,,,,
