Unnamed: 0,Country,Producer,System Designation ,SizeClass,Remarks ,OperationalRole,Airframe,TailConfig,WingForm,WingConfig,BodyConfig,EngineType,LaunchMethod,Mission,MaxSpeed_kmh,CruiseSpeed_kmh,Endurance_h,Range_km,ActualRange_km,MTOW_kg,PayloadEnduranceProduct_kgh,Payload_kg,AnchorPayload_kg,Ceiling_km,EngPower_hp,Wingspan_m,Length_m,Height_m,sources,Unnamed: 30,EnduranceFlag,PayloadFraction,PowerLoading_hp_per_kg,MissionTags,IsConfigVariant,PayloadEnduranceProduct_kgh_derived,HasAnchorPayload,SizeClassStd,DerivedRange_km,RangeKind,BestRange_km,StallSpeed_kmh,Airfoil,AspectRatio_NTNU,Chord_est_m_NTNU,PropDiameter_m,NTNU_ref
30.0,Australia,Silvertone Electronics (Australian UAV Techno ),Flamingo Silvetone,Mini,,CC,FW,T,T,H,WT,P,CTOL,ISR,120.0,80.0,,75.0,,25.0,,,,,,2.5,2.1,0.47,,,normal,,,ISR,False,,False,Small,,range_only_low_conf,75.0,,,,,,
608.0,Poland,WB,FlySAR ,MR,,DP,FW,T,T,H,WT,P,CTOL,ISR,160.0,,15.0,180.0,,110.0,,,,,,5.7,3.2,,datasheet,,normal,,,ISR,False,,False,Small,,derived_max_datalink_likely,1560.0,,,,,,
38.0,Austria,BAE Systems Australia,Kingfisher,CR,UEL AR 74-1025 engine,DP,FW,boom,R,H,Tboom,P,CTOL,ISR,150.0,125.0,,50.0,,120.0,,,,,38.0,4.24,4.2,0.9,,,normal,,0.3166666666666667,ISR,False,,False,Small,,range_only_low_conf,50.0,,,,,,
1279.0,Vietnam,Viettel Corporation,VT-Patrol ,CR,Rotative Engine ,DP,FW,,,,Tboom,P,CTOL,ISR,,150.0,,50.0,,26.0,,,,,,3.35,2.31,0.78,,,normal,,,ISR,False,,False,Small,,range_only_low_conf,50.0,,,,,,
641.0,Portugal,Tekever,AR3 EVO (piston),MR,"Cat -Lnchd Para.or norecov | v0.8.30: Updated to AR3 EVO (piston) specs. Modular plug-and-play payload/comms/propulsion. SATCOM/LTE/LOS comms options. 6 kg payload capacity. Launch: catapult. Recovery: parachute. EO/IR options: Trillium HD80, HoodTech AC11, Octopus E140, Nextvision Raptor. SAR: IMSAR NSP-3. ELINT/SIGINT options: CRFS, ESROE, Revector, Lifeseeker. Setup case-to-airborne <5 min.",DP,FW,inv-V,T,H,WT,P,Catapult,ISR,,85.0,22.0,230.0,,25.0,132.0,6.0,,3.6,,4.2,1.96,,datasheet,,normal,0.24,,ISR,False,132.0,False,Small,1870.0,derived_cruise_datalink_likely,230.0,,,,,,
584.0,Pakistan,Integrated Dynamics,Vision Mk -2,MR,"Petrol ,Taxing ,Parachute ",M,FW,T,T,H,WT,P,CTOL,ISR,208.0,,5.0,100.0,,90.0,75.0,15.0,,,22.0,4.51,2.9,0.8,datasheet,,normal,0.1666666666666667,0.2444444444444444,ISR,False,75.0,False,Small,,derived_max_datalink_likely,676.0000000000001,,,,,,
1180.0,USA,Massachusetts Institute of Technology (MIT ),Jungle Hawk Owl ,LALE,Petrol (5hp),DV,FW,,,,WT,P,CartAssisted,ISR,,,120.0,,,69.0,1080.0,9.0,,,5.0,7.32,,,,,normal,0.1304347826086956,0.072463768115942,ISR,False,1080.0,False,Small,,none,,,,,,,
123.0,China (PR ),CASC -CAAA (see above ),CH -2,SR, avia data for wingspan,M,FW,boom,R,H,Tboom,P,RATO,ISR,220.0,160.0,8.0,,,220.0,240.0,30.0,,,,4.5,3.8,1.0,,,normal,0.1363636363636364,,ISR,False,240.0,False,Tactical,1280.0,derived_cruise,1280.0,,,,,,
1226.0,USA,Raspet Flight Research Laboratory,TigerShark XP3,SR,Piston (32 HP Herbrandson 372cc two-stroke engine),DV,FW,,,,WT,P,CTOL,ISR,148.0,111.0,8.0,715.0,715.0,234.0,344.0,43.0,,,32.0,6.6,4.3,1.0,,,normal,0.1837606837606838,0.1367521367521368,ISR,False,344.0,False,Tactical,888.0,actual,715.0,,,,,,
223.0,China (PR ),XiAn ASN Technology Group,ASN-206,MR,HS-700 engine type,M,FW,boom,T,H,Tboom,P,RATO,ISR,210.0,,6.0,150.0,,222.0,300.0,50.0,,,50.0,6.0,3.8,1.4,,,normal,0.2252252252252252,0.2252252252252252,ISR,False,300.0,False,Tactical,,derived_max_datalink_likely,819.0,,,,,,
441.0,Israel,Elbit Systems,Hermes 450,MRE,1or 2Engines ,M,FW,V,R,H,WT,P,CTOL,ISR,176.0,130.0,17.0,200.0,,550.0,2550.0,150.0,,5.5,52.0,10.5,6.1,,,,normal,0.2727272727272727,0.0945454545454545,ISR,False,2550.0,False,Tactical,2210.0,derived_cruise_datalink_likely,2210.0,,,,,,
466.0,Israel,IAI -Malat Division,Searcher III ,MR,,M,FW,boom,T,H,Tboom,P,CTOL,ISR,220.0,129.6,20.0,350.0,,450.0,2400.0,120.0,,6.0,50.0,8.6,5.9,,,,normal,0.2666666666666667,0.1111111111111111,ISR,False,2400.0,False,Tactical,,derived_max_datalink_likely,2860.0,,Roncz Airfoil,,,,NTNU:IAI Searcher Mk III
596.0,Pakistan,Satuma Research,Bravo +,SR,,M,FW,boom,R,H,Tboom,P,CTOL,ISR,180.0,130.0,4.5,80.0,,245.0,112.5,25.0,,,,4.92,4.27,,,,normal,0.1020408163265306,,ISR,False,112.5,False,Tactical,585.0,derived_cruise_datalink_likely,585.0,,,,,,
505.0,Italy,Leonardo,Falco ,MR,rotax 912 uls,M,FW,boom,T,H,Tboom,P,CTOL,ISR,229.0,146.0,14.0,200.0,,520.0,1190.0,85.0,85.0,5.5,85.0,7.2,5.25,2.05,company ppt,,normal,0.1634615384615385,0.1634615384615385,ISR,False,1190.0,True,Tactical,2044.0,derived_cruise_datalink_likely,2044.0,,,,,,
1249.0,USA,"Textron Systems (exAAI Corp ,acquired in 2007)",Shadow 200RQ -7A,MR,Single 38 hp (28.5 kW) UAV Engines Ltd AR741-1100 Wankel rotary engine.,M,FW,,,,Tboom,P,Catapult,ISR,228.0,130.0,5.5,80.0,,154.0,139.15,25.3,,,38.0,3.9,3.4,1.0,,,normal,0.1642857142857143,0.2467532467532468,ISR,False,139.15,False,Tactical,715.0,derived_cruise_datalink_likely,715.0,,,,,,
1254.0,USA,Textron Systems,Shadow v2 (RQ -7B v2 ),MR,Piston engine (UEL AR741-1102 Wankel rotary engine with electronic fuel injection).,M,FW,,,,Tboom,P,Catapult,ISR,,,9.0,125.0,,212.0,387.0,43.0,,,,,,,,,normal,0.2028301886792453,,ISR,False,387.0,False,Tactical,,range_only_low_conf,125.0,,,,,,
114.0,China (PR ),Beijing Sagetown Technologies,CL-480,SR,"Oil engine, 550CC",DP,FW,H-boom,T,H,Tboom,P,CTOL,ISR,150.0,130.0,4.0,100.0,,280.0,320.0,80.0,,,,6.0,3.9,1.3,,,normal,0.2857142857142857,,ISR,False,320.0,False,Tactical,520.0,derived_cruise_datalink_likely,520.0,,,,,,
812.0,Spain,Airbus D & S (ex EADS CASA -Cassidian ),Atlante ,MR,,M,FW,,,,,P,CTOL,ISR,200.0,135.0,10.0,200.0,,570.0,2000.0,200.0,,3.0,,8.0,4.6,1.8,,,normal,0.3508771929824561,,ISR,False,2000.0,False,Tactical,,derived_max_datalink_likely,1300.0,,,,,,NTNU:Airbus Atlante
799.0,South Korea,Korean Air -Aerospace Division (KAL -ASD ),KUS-FT,SR,,M,FW,,,,,P,CTOL,ISR,200.0,130.0,,,,150.0,,,,,35.0,4.5,3.7,0.9,,,normal,,0.2333333333333333,ISR,False,,False,Tactical,,none,,,,,,,
926.0,UK,BAE Systems,Herti -1A,MRE,,DV,FW,,,,,P,CTOL,ISR,220.0,,30.0,1000.0,,500.0,4350.0,145.0,,,,12.0,5.3,,,,normal,0.29,,ISR,False,4350.0,False,Tactical,,derived_max_datalink_likely,4290.0,,,,,,
831.0,Spain,INTA,SIVA,MR,,M,FW,,,,,P,CTOL,ISR,190.0,150.0,6.5,150.0,,300.0,260.0,40.0,,,37.0,5.8,4.0,1.6,,,normal,0.1333333333333333,0.1233333333333333,ISR,False,260.0,False,Tactical,975.0,derived_cruise_datalink_likely,975.0,,,,,,
228.0,China (PR ),XiAn ASN Technology Group,ASN -215,MR,,M,FW,C,T,H,WT,P,RATO,ISR,200.0,150.0,5.0,200.0,,220.0,300.0,60.0,,,,5.0,3.5,,,,normal,0.2727272727272727,,ISR,False,300.0,False,Tactical,750.0,derived_cruise_datalink_likely,750.0,,,,,,
1169.0,USA,Lockheed Martin,Fury ,MR,"Catapult Launched Net Recovery , Heavy Fuel (JP-8)	",M,FW,,,,FW,P,Catapult,ISR,215.0,160.0,15.0,2780.0,2780.0,200.0,1365.0,91.0,,,3.6,5.18,2.13,,,,normal,0.455,0.018,ISR,False,1365.0,False,Tactical,2400.0,actual,2780.0,,,,,,
12.0,Argentina,Center for Applied Research,Vigia 2A (PAE -22365Project ),MR,"Piston (HKS 700E, 4-stroke, 2-cylinder)",M,FW,Y,R,H,WT,P,CTOL,ISR,213.0,,11.0,,,330.0,660.0,60.0,,,60.0,8.0,,,,,normal,0.1818181818181818,0.1818181818181818,ISR,False,660.0,False,Tactical,,derived_max_estimated,1522.95,,,,,,
928.0,UK,BAE Systems,Herti -1D,MRE,Jet -powered ,DV,FW,,,,,P,CTOL,ISR,,,,,,350.0,,,,,,,,,,,normal,,,ISR,False,,False,Tactical,,none,,,,,,,
895.0,Turkey,Vestel Defence Industries,Karavel ,MR,97hp,M,FW,,,,,P,CTOL,ISR,148.0,,20.0,150.0,,500.0,1400.0,70.0,,,97.0,10.5,6.5,2.11,,,normal,0.14,0.194,ISR,False,1400.0,False,Tactical,,derived_max_datalink_likely,1924.0,,,,,,
356.0,India,ADE Bangalore (DRDO ),Nishant ,MR,,M,FW,boom,R,H,Tboom,P,Catapult,ISR,185.0,130.0,4.5,100.0,,370.0,270.0,60.0,,3.6,55.0,6.5,4.63,0.9,company website,data report,normal,0.1621621621621622,0.1486486486486487,ISR,False,270.0,False,Tactical,585.0,derived_cruise_datalink_likely,585.0,,,,,,NTNU:DRDO Nishant
1220.0,USA,Piasecki Aircraft,Turais ,MR,"AirL ,Ex ",M,FW,,,,WT,P,AirLaunched,ISR,370.0,,6.0,277.0,,350.0,540.0,90.0,,,,,,,,,normal,0.2571428571428571,,ISR,False,540.0,False,Tactical,,derived_max_datalink_likely,1443.0,,,,,,
1197.0,USA,Navmar Applied Sciences,ArcticShark ,MR,"variant of TigerShark XP, Piston (UEL 801, fuel-injected)",DP,FW,,,,Tboom,P,CTOL,ISR,148.0,120.0,10.0,,,295.84,320.0,32.0,,,50.0,6.6,4.3,1.2,,,normal,0.1081665765278529,0.1690102758247702,ISR,False,320.0,False,Tactical,1200.0,derived_cruise,1200.0,,,,,,
56.0,Belarus,National Academy of Sciences,Burevestnik,MR,,M,FW,boom,T,L,Tboom,P,CTOL,ISR,,125.0,10.0,120.0,,390.0,200.0,20.0,,,,7.3,,,,,normal,0.0512820512820512,,ISR,False,200.0,False,Tactical,1250.0,derived_cruise_datalink_likely,1250.0,,,,,,
37.0,Austria,Tempest Aviation,Vindicator ,MR,DD Tempest engine,CC,FW,V,R,H,WT,P,CTOL,ISR,370.0,167.0,20.0,200.0,,476.0,2200.0,110.0,,,,7.04,4.79,,,,normal,0.2310924369747899,,ISR,False,2200.0,False,Tactical,3340.0,derived_cruise_datalink_likely,3340.0,,,,,,
1224.0,USA,Raspet Flight Research Laboratory,Owl ,SR,"OPA , Max Lift/Drag: 50:1 at 55 kts, stall speed 69km/h",DV,FW,,,,,P,CTOL,ISR,,,24.0,,,277.0,,,,,32.0,11.3,6.3,1.12,,,normal,,0.1155234657039711,ISR,False,,False,Tactical,,none,,69.0,,,,,
1200.0,USA,Navmar Applied Sciences,TigerShark XP Trainer ,MR,,M,FW,,,,Tboom,P,CTOL,ISR,148.0,110.0,10.0,,,226.8,,,,,32.0,6.6,4.3,,,,normal,,0.1410934744268078,ISR,False,,False,Tactical,1100.0,derived_cruise,1100.0,,,,,,
225.0,China (PR ),XiAn ASN Technology Group,ASN -209,MR,209F wheel version takeoff,M,FW,boom,T,H,Tboom,P,RATO,ISR,180.0,130.0,10.0,200.0,,320.0,500.0,50.0,,,,7.5,4.27,1.54,,,normal,0.15625,,ISR,False,500.0,False,Tactical,1300.0,derived_cruise_datalink_likely,1300.0,,,,,,
832.0,Spain,INTA,SIVA El,SR,48hp,DP,FW,,,,,P,CTOL,ISR,180.0,,7.0,,,290.0,343.0,49.0,,,48.0,,,,,,normal,0.1689655172413793,0.1655172413793103,ISR,False,343.0,False,Tactical,,derived_max_estimated,819.0,,,,,,
944.0,UK,Ocean Aircraft (ex Warrior (Aero -Marine )),Gull 68,MR,Seaplane ,DV,FW,,,,,P,CTOL,ISR,184.0,,,,,250.0,,94.0,,,,7.6,,,,,normal,0.376,,ISR,False,,False,Tactical,,none,,,,,,,
426.0,Israel,Aeronautics (acquired by Rafael in 2019),Aerostar ,MR,"38hp, Zanzottera 498i two-stroke boxer engine",M,FW,H-boom,T,H,Tboom,P,CTOL,ISR,204.0,,12.0,250.0,,230.0,600.0,50.0,,5.5,38.0,7.5,4.5,1.3,,,normal,0.2173913043478261,0.1652173913043478,ISR,False,600.0,False,Tactical,,derived_max_datalink_likely,1591.2,,,,,,NTNU:Aerostar Tactical UAS
560.0,Pakistan,Global Industrial &Defence Solutions,Shahpar I,SR,,M,FW,winglets,d,canard,WT,P,CTOL,ISR,220.0,157.0,7.0,250.0,,480.0,350.0,50.0,,5.0,,6.6,4.2,,,,normal,0.1041666666666667,,ISR,False,350.0,False,Tactical,1099.0,derived_cruise_datalink_likely,1099.0,,,,,,NTNU:GIDS Shahpar
47.0,Belarus,AGAT -Sistemi Upravlenia (AGAT Control Systems ),Grif-100E,CR,,M,FW,boom,T,H,Tboom,P,CTOL,ISR,160.0,,5.0,,,165.0,100.0,20.0,,,,,,,,,normal,0.1212121212121212,,ISR,False,100.0,False,Tactical,,derived_max_estimated,520.0,,,,,,
532.0,Malaysia,CTRM Aero Composites,Aludra MK1 ,SR,Petrol ,DP,FW,H-boom,R,H,Tboom,P,CTOL,ISR,220.0,126.0,5.0,120.0,,200.0,100.0,20.0,,3.6,50.0,4.8,4.27,,,,normal,0.1,0.25,ISR,False,100.0,False,Tactical,630.0,derived_cruise_datalink_likely,630.0,,NACA 4415,8.23,0.6,,NTNU:CTRM Aludra MK1
932.0,UK,"BAE Systems (originally by Prismatic UK ,acquired By BAE Systems in 2019)",Phasa -35,HALE,"EL ,Solar ",DP,FW,,,,,S,CTOL,ISR,150.0,90.0,1000.0,,,150.0,15000.0,15.0,,,,35.0,9.0,,,,high-solar-ok,0.1,,ISR,False,15000.0,False,HAPS,90000.0,derived_cruise,90000.0,,,,,,
513.0,Italy,Politecnico di Torino,Heliplat ,STRA,Solar /Electric ,CC,FW,H-boom,T,M,Tboom,S,CTOL,ISR,100.0,70.0,5000.0,,,750.0,650000.0,130.0,,18.0,,73.0,,,ppt,,high-solar-ok,0.1733333333333333,,ISR,False,650000.0,False,HAPS,350000.0,derived_cruise,350000.0,,,,,,
743.0,Serbia,Composite Technology Team,Pupin -HAPS ,HALE,EL ,DP,FW,dual-tail,T,M,WT,S,,ISR,,100.0,2000.0,,,120.0,50000.0,25.0,,,,25.0,10.0,1.5,company websit,,high-solar-ok,0.2083333333333333,,ISR,False,50000.0,False,HAPS,200000.0,derived_cruise,200000.0,,,,,,
580.0,Pakistan,Integrated Dynamics,Solaris ,LALE,"EL ,Solar ,Hand -launched ",DP,FW,C,Polyhedral,H,WT,S,Hand,ISR,80.0,,24.0,200.0,,15.0,120.0,5.0,,,,6.0,2.75,0.4,datasheet,,normal,0.3333333333333333,,ISR,False,120.0,False,Mini,,derived_max_datalink_likely,1248.0,,,,,,
514.0,Italy,Politecnico di Torino,SESA ,Mini,"El, solar",RA,FW,T,T,L,WT,S,CTOL,ISR,,,10.0,,,35.0,50.0,5.0,,,,7.0,,,,,normal,0.1428571428571428,,ISR,False,50.0,False,Small,,none,,,,,,,
1058.0,USA,"Aurora Flight Sciences (Boeing ,2017)",Odysseus,HALE,"Solar ,Variable Geometry ",RA,FW,,,,WT,S,CTOL,ISR,,,44000.0,,,900.0,1100000.0,25.0,,,,74.1,,,,,high-suspect,0.0277777777777777,,ISR,False,1100000.0,False,Suspect,,none,,,,,,,
97.0,China (PR ),AVIC -Shenyang Aircraft Corporation,Divine Eagle ,HALE,"2-Boom ,2-Tal ,2-Fuselage ",M,FW,tail-less,swept,,Tboom,Turbofan,CTOL,ISR,987.0,,,,,,,,,,,,,,,,normal,,,ISR,False,,False,,,none,,,,,,,
1170.0,USA,Lockheed Martin -Skunk Works,RQ 170 Sentinel ,UCAV,Turbofan (x1 ),M,FW,,,,FW,Turbofan,CTOL,ISR,,,6.0,,,3865.0,,,,,,26.0,4.5,1.84,,,normal,,,ISR,False,,False,HALE,,none,,,,,,,
1211.0,USA,Northrop Grumman,RQ -4A Global Hawk ,HALE,"Turbofan (Rolls-Royce AE 3007H), 7,600 lbf thrust",M,FW,,,,WT,Turbofan,CTOL,ISR,630.0,,35.0,22230.0,22230.0,12110.0,31745.0,907.0,,,,35.4,13.5,4.6,,,normal,0.0748967795210569,,ISR,False,31745.0,False,HALE,,actual,22230.0,,,,,,
1213.0,USA,Northrop Grumman,RQ -4N BAMS ,HALE,Maninised ,M,FW,,,,WT,Turbofan,CTOL,ISR,630.0,,24.0,22230.0,22230.0,12110.0,21768.0,907.0,,,,,,,,,normal,0.0748967795210569,,ISR,False,21768.0,False,HALE,,actual,22230.0,,,,,,
1207.0,USA,Northrop Grumman,Global Hawk Block 30,HALE,"SIGINT capability , Turbofan (F137-RR-100), 7,600 lbf",M,FW,,,,WT,Turbofan,CTOL,ISR,629.0,570.0,32.0,22780.0,22780.0,14630.0,43520.0,1360.0,,18.3,,39.8,14.5,4.7,,,normal,0.0929596719070403,,ISR,False,43520.0,False,HALE,18240.0,actual,22780.0,,NASA LRN 1015,25.0,1.6,,NTNU:Northrop Grumman RQ-4 Block 30 Global Hawk
143.0,China (PR ),CASIC (China Aerospace Science and Industry Corporation ),WJ -600 D ,UCAV,"turbofan, jet exist endurance 3h",M,FW,C,T,L,WT,Turbofan,RATO,ISR,850.0,600.0,3.5,2100.0,2100.0,1100.0,455.0,130.0,130.0,,,5.8,6.5,,,,normal,0.1181818181818182,,ISR,False,455.0,True,MALE,2100.0,actual,2100.0,,,,,,
168.0,China (PR ),Guizhou Aircraft Industry,HQ -4 Soar Dragon,MALE,"Joined wing,  Guizhou WP-13 turbojet engine, a copy of the Soviet Tumansky R-13",M,FW,C,swept,Joined-wing,WT,Turbojet,CTOL,ISR,,750.0,10.0,7000.0,7000.0,,6500.0,650.0,,,,24.86,14.33,5.41,,,normal,,,ISR,False,6500.0,False,,7500.0,actual,7000.0,,,,,,
1329.0,Poland,TKH Technology Poland (with TOP GUN),MTJD-15,Small,"Modular Turbo Jet Drone 15. Domestically developed TKH turbojet, rear-mounted. Empty/platform mass 45 kg. Cruise ~Mach 0.54. Runway take-off, ~430 m required. Modular sensor payload; precision-weapon integration intended. Warhead/guidance/datalink/EW not disclosed. Flight testing reported from Nov 2025; unveiled MSPO 2025, Defender award. MTJD family context (NOT separate rows): MTJD-70 = 70 kg payload, up to Mach 0.8; MTJD-100/100+ = 100+ kg payload, up to Mach 2.3, >1,000 km, >15 km ceiling.",M,FW,C,swept,L,WT,Turbojet,CartAssisted,ISR,660.0,600.0,,1000.0,1000.0,105.0,,15.0,,13.0,,2.4,3.0,,,,normal,,,,False,,False,,,,,,,,,,
89.0,China (PR ),Aviation Industry Corporation of China (AVIC ),Soar Eagle /Soar Dragon,HALE,"Joined -wing, Guizhou WP-13 turbojet, 43.1 kN thrust",M,FW,V,swept,Joined-wing,WT,Turbojet,CTOL,ISR,750.0,,10.0,7000.0,7000.0,7500.0,6500.0,650.0,,,,24.86,14.33,5.41,,,normal,0.0866666666666666,,ISR,False,6500.0,False,HALE,,actual,7000.0,,,,,,
94.0,China (PR ),AVIC -Chengdu Aircraft Design &Research Institute (CADI ),Wing Loong 10A,MALE,"armed, satcom, turbo fan, 490 daN, 1950 emptyweight",M,FW,V,swept,L,WT,Turbojet,CTOL,ISR,590.0,475.0,9.0,4100.0,4100.0,3500.0,3600.0,400.0,,,,17.8,9.95,3.66,,,normal,0.1142857142857143,,ISR,False,3600.0,False,HALE,4275.0,actual,4100.0,,,,,,
142.0,China (PR ),CASIC (China Aerospace Science and Industry Corporation ),WJ -600 A ,UCAV,"turbofan, jet exist endurance 3h",M,FW,C,T,L,WT,Turbojet,RATO,ISR,850.0,600.0,2.5,,,1100.0,325.0,130.0,130.0,,,5.8,6.5,,,,normal,0.1181818181818182,,ISR,False,325.0,True,MALE,1500.0,derived_cruise,1500.0,,,,,,
408.0,Iran,Shahed Aviation Industries Research Center,Shahed 161,MALE," HKS microjet, 40 kg of power, Pneumatic launcher, parachute",M,FW,tail-less,swept,,FW,Turbojet,Catapult,ISR,,,2.0,300.0,,170.0,80.0,40.0,,,,5.1,1.9,0.7,puplished data,,normal,0.2352941176470588,,ISR,False,80.0,False,Tactical,,range_only_low_conf,300.0,,,,,,
1073.0,USA,Bell (ex Bell Helicopter )(Textron ),V -247 Vigilant ,MRE,,M,FW/TR,,,,WT,Turboprop,VTOL,ISR,555.0,444.0,11.0,2600.0,,13380.0,54879.0,4989.0,,,5500.0,19.8,11.3,,,,normal,0.3728699551569506,0.4110612855007474,ISR,False,54879.0,False,HALE,4884.0,derived_cruise_agrees,3742.0,,,,,,
730.0,Russian Fed .,Kronshtadt,Helios (Orion -2),HALE,,M,FW,inv-V,T,L,Tboom,Turboprop,CTOL,ISR,,400.0,24.0,3000.0,,4000.0,19200.0,800.0,,,,30.0,12.6,3.6,,,normal,0.2,,ISR,False,19200.0,False,HALE,9600.0,derived_cruise_datalink_likely,9600.0,,,,,,
800.0,South Korea,Korean Air -Aerospace Division (KAL -ASD ),KUS-FS ,MALE,,M,FW,,,,,Turboprop,CTOL,ISR,,352.0,24.0,1000.0,,5750.0,,,,,1200.0,25.0,13.0,3.0,,,normal,,0.208695652173913,ISR,False,,False,HALE,8448.0,derived_cruise_datalink_likely,8448.0,,,,,,
837.0,Spain,Singular Aircraft,Flyox SVI,MRE,Twin turboprop ,DP,FW,,,,,Turboprop,CTOL,ISR,263.0,157.0,17.0,3300.0,3300.0,4000.0,7990.0,470.0,,,,14.0,11.0,2.3,,,normal,0.1175,,ISR,False,7990.0,False,HALE,2669.0,actual,3300.0,,,,,,
459.0,Israel,IAI -Malat Division,Heron Mk II ,MALE,Petrol (Rotax 915 iS ),M,FW,boom,T,H,Tboom,Turboprop,CTOL,ISR,260.0,150.0,45.0,2000.0,,1350.0,22050.0,490.0,,7.0,135.0,16.6,8.5,2.6,,,normal,0.362962962962963,0.1,ISR,False,22050.0,False,MALE,6750.0,derived_cruise_datalink_likely,6750.0,,,,,,
793.0,South Korea,Korean Aerospace Industries,MUM‑T,CR,"folded wing, ISR, EW , LM, air lunched, Canister",DV,FW,inv-V,R,H,WT,,Tube,LM,150.0,,2.0,,,,6.0,3.0,,,,,,,reference book,,normal,,,LM,False,6.0,False,,,derived_max_estimated,195.0,,,,,,
788.0,South Korea,Korean Aerospace Industries,Devil Killer DK,Mini,"EL ,OFF , duct fan Electric ducted-fan (EDF)",M,FW,cruciform,d,H,WT,DF,Tube,LM,400.0,,,40.0,,25.0,,3.0,,,,1.3,1.5,,,,normal,0.12,,LM,False,,False,Small,,range_only_low_conf,40.0,,,,,,
994.0,Ukraine,Terminal Autonomy,AQ 100 Bayonet,Mini,"plywood, tendum wing, modified by HELSING AI to be HF-1",M,FW,,,,,E,Catapult,LM,140.0,,,35.0,,,,4.8,,,,,,,,,normal,,,LM,False,,False,,,range_only_low_conf,35.0,,,,,,
1307.0,Ukraine,Not officially confirmed,RAM-2X,Mini,"Developed from earlier RAM II family (RAM II specs should NOT be directly transferred). Electric rear pusher prop. Cruciform/X-form aft control surfaces; no conventional empennage. Nose-mounted EO section. EO terminal guidance / automatic homing. EW-tolerant. Warhead ~3 kg; crashed example marked 'ЗК 2,7 УЯ' (2.7 kg EFP-type per Defense Express). Frag/thermobaric/cumulative-EFP options. Speed up to 180 km/h (160 km/h later cited). Range >100 km with relay; 120 km per Defense Express; combat reports ~150 km (unconfirmed). MTOW/length/wingspan not publicly disclosed. Pairs with SHARK recon UAV for detection/relay/BDA. Confidence: medium. | v0.8.19: WingForm restored to R (planform is rectangular). The cruciform/X-form refers to the aft control-surface arrangement, captured in WingConfig=cruciform and TailConfig=cruciform.",M,FW,cruciform,R,cruciform,WT,E,Catapult,LM,180.0,,,100.0,120.0,,,3.0,,,,,,,,,normal,,,,False,,False,,,actual,120.0,,,,,,
702.0,Russian Fed .,"Transas (Kronshtadt ,acquired by Sistema Group)",Molniya ,Mini,,DP,FW,C,R,M,WT,E,Catapult,LM,80.0,,0.67,30.0,,,3.35,5.0,,,,1.2,,,,,normal,,,LM,False,3.35,False,,,derived_max_or_range,34.84,,,,,,
627.0,Poland,MSP,GIEZ  WARBLE FLY,Mini,"OFF, Loitering, Tube Launch, folding wings",M,FW,V,swept,H,WT,E,Tube,LM,150.0,90.0,0.45,10.0,,6.0,,,,0.5,,1.65,1.05,,datasheet,,normal,,,LM,False,,False,Mini,40.5,derived_cruise_datalink_likely,40.5,,,,,,
750.0,Serbia,SDPR JP,OSICA,Mini,,M,FW,cruciform,R,H,WT,E,Catapult,LM,120.0,,0.5,20.0,,7.0,0.75,1.5,,,,,,,datasheet,,normal,0.2142857142857143,,LM,False,0.75,False,Mini,,derived_max_or_range,39.0,,,,,,
999.0,Ukraine,unknown,darts,Mini,,M,FW,,,,,E,Catapult,LM,,60.0,,40.0,40.0,12.0,,2.7,,,,1.9,1.5,,,,normal,0.225,,LM,False,,False,Mini,,actual,40.0,,,,,,
1051.0,USA,Anduril,Altius -600,SR,Tube or Air launched ,M,FW,,,,WT,E,Tube,LM,90.0,60.0,4.0,400.0,,12.25,12.72,3.18,,,,2.54,1.0,,,,normal,0.2595918367346939,,LM,False,12.72,False,Mini,240.0,range_supports_ferry,400.0,,,,,,
490.0,Israel,UVision,Hero 30,Mini,"EL ,CL ,Ex ,OFF , Loitering Munition, four fixed-planar wings",M,FW,cruciform,R,cruciform,WT,E,Tube,LM,133.0,80.0,0.6,40.0,40.0,3.9,0.3,0.5,,0.5,,,,,datasheet,,normal,0.1282051282051282,,LM,False,0.3,False,Mini,48.0,actual,40.0,,,,,,
719.0,Russian Fed .,Zala Aero Group (Kalachnikov ),Z-53,Mini,"EL, AI powerd, off",M,FW,cruciform,R,cruciform,WT,E,Tube,LM,,,,,,5.0,,,,,,,,,data sheet,,normal,,,LM,False,,False,Mini,,none,,,,,,,
301.0,France,Fly -R (Aero Composites Innovations),R2-120,Mini,"EL , lunching speed 90, armed, tendum wing",M,FW,tail-less,swept,Joined-wing,WT,E,Tube,LM,200.0,110.0,0.45,50.0,50.0,6.0,0.675,1.5,,,,1.215,1.07,0.225,data sheet,,normal,0.25,,LM,False,0.675,False,Mini,49.5,actual,50.0,,,,,,
300.0,France,Thales,Toutatis ,Mini,EL ,M,FW,dual-tail,R,TW,WT,E,Hand,LM,150.0,90.0,0.5,10.0,,4.5,0.5,1.0,,,,0.85,,,company website,,normal,0.2222222222222222,,LM,False,0.5,False,Mini,45.0,derived_cruise_datalink_likely,45.0,,,,,,
1247.0,USA,Textron Systems,Battle Hawk ,Mini,"Ex ,OFF ,EL ",M,FW,,,,,E,,LM,97.0,,0.5,,,2.27,,,,,,,,,,,normal,,,LM,False,,False,Mini,,derived_max_estimated,31.525,,,,,,
